id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,license
46391007,"Large, bright bdr in a luxury bdg in Mid East",91157493703,verified,Esther,Manhattan,Midtown,40.75734,-73.96429,United States,US,TRUE,moderate,Private room,2005,$441 ,$88 ,15,3,4/29/2019,1.02,2,2,0,
48800140,Charming 1 Bedroom  in Harlem,28775462280,unconfirmed,Sarah-Jane,Manhattan,Harlem,40.81551,-73.94916,United States,US,FALSE,flexible,Private room,2006,$980 ,$196 ,2,16,12/30/2017,0.44,4,2,141,
25050687,Sonder | Stock Exchange | Cozy 1BR + Lounge,70449889579,unconfirmed,Sonder (NYC),Manhattan,Financial District,40.70784,-74.0107,United States,US,FALSE,moderate,Entire home/apt,2014,$614 ,$123 ,2,7,6/23/2019,2.8,5,327,327,
9473618,Luxury 1BR Midtown East-Near the UN,66471887995,verified,Laura,Manhattan,Midtown,40.75314,-73.97367,United States,US,FALSE,flexible,Entire home/apt,2010,$331 ,$66 ,2,5,01/01/19,0.13,2,3,273,
18285012,Spacious Living Space in the heart of Brooklyn,66462469798,verified,Ruta,Brooklyn,Fort Hamilton,40.62313,-74.03114,United States,US,FALSE,strict,Private room,2020,$615 ,$123 ,28,0,,,3,1,31,
20649961,Studio in Hamilton Heights Manhattan,59117951761,verified,Elena,Manhattan,Harlem,40.82161,-73.94644,United States,US,TRUE,strict,Entire home/apt,2016,$573 ,$115 ,1,4,07/06/19,0.64,4,1,8,
18256845,Cozy Brooklyn Apartment room near  Manhattan,83322851351,unconfirmed,Bart,Brooklyn,Flatbush,40.64741,-73.97102,United States,US,TRUE,strict,Private room,2013,$467 ,$93 ,2,70,6/30/2019,4.79,2,1,90,
51308134,Cosy LES/Chinatown private room,59765086755,unconfirmed,Amy,Manhattan,Lower East Side,40.71974,-73.99263,United States,US,TRUE,flexible,Private room,2012,"$1,185 ",$237 ,7,0,,,4,1,0,
31840111,Fenix Living NoLiTa — Spring St Roomy 1-Bedroom,87479165910,verified,Fenix,Manhattan,Nolita,40.721455,-73.994423,United States,US,TRUE,strict,Entire home/apt,2016,$416 ,$83 ,30,1,02/01/22,0.91,5,6,121,
24113434,Suite Donna Dina - free Street Parking+wifi,53922402293,verified,Joe,Manhattan,East Village,40.72956,-73.98113,United States,US,FALSE,moderate,Entire home/apt,2004,$952 ,$190 ,30,18,6/21/2019,4.22,5,5,204,
18104410,Harlem,17792901669,unconfirmed,David,Manhattan,Harlem,40.81498,-73.94622,United States,US,TRUE,flexible,Shared room,2018,$918 ,$184 ,2,8,06/03/18,0.52,2,1,0,
51152938,Peaceful Bedroom with private balcony in LES,13436071321,unconfirmed,Nikki,Manhattan,Lower East Side,40.71875,-73.98349,United States,US,FALSE,moderate,Private room,2014,"$1,020 ",$204 ,2,2,3/21/2018,0.12,5,1,0,
11466316,Entire APT in Center of Park Slope Brooklyn,23231645987,verified,Yuichi,Brooklyn,South Slope,40.66752,-73.9849,United States,US,FALSE,moderate,Entire home/apt,2004,$299 ,$60 ,6,2,8/28/2017,0.06,5,3,0,
55422217,"Charming, bright and brand new Bed-Stuy home",6644367213,unconfirmed,Caterina,Brooklyn,Bedford-Stuyvesant,40.69508,-73.95164,United States,US,TRUE,strict,Entire home/apt,2015,$640 ,$128 ,3,5,07/02/19,0.51,4,1,0,
40723304,Prolonged Traveler's Dream (a month first & more),8334395943,verified,Ikkyukim,Bronx,Hunts Point,40.81387,-73.88797,United States,US,TRUE,strict,Private room,2007,$761 ,$152 ,30,13,2/28/2019,0.28,4,6,333,
11174702,A bedroom far from Home,75275250160,verified,Lane,Queens,Briarwood,40.71515,-73.8158,United States,US,TRUE,moderate,Private room,2003,"$1,101 ",$220 ,2,1,9/18/2016,0.03,3,1,56,
55929228,"15 minutes to Manhattan, Times square",84238610364,verified,Chad,Queens,Long Island City,40.75507,-73.91822,United States,US,FALSE,strict,Private room,2017,$114 ,$23 ,1,2,07/07/19,2,3,1,342,
50883967,"Williamsburg Experience, Quick Manhattan Access",93934945682,unconfirmed,Inese & Michæl,Brooklyn,Williamsburg,40.71002,-73.96237,United States,US,FALSE,moderate,Private room,2011,$213 ,$43 ,2,71,06/07/19,2.32,2,1,70,
33747755,Gorgeous Unique Garden-Terrace-Apt.,31235848720,unconfirmed,Vana,Manhattan,East Village,40.72369,-73.97849,United States,US,FALSE,moderate,Entire home/apt,2010,$798 ,$160 ,5,107,01/01/22,0.93,5,1,124,
52524298,Cozy Room Available in Brooklyn,39414939689,unconfirmed,Zachary,Brooklyn,Williamsburg,40.71876,-73.94441,United States,US,TRUE,moderate,Private room,2013,$245 ,$49 ,2,4,3/13/2018,0.24,4,1,0,
32800009,"Beautiful, spacious, sunlit condo 1 block from L",1389207726,verified,Steph,Brooklyn,Williamsburg,40.71792,-73.95429,United States,US,TRUE,flexible,Entire home/apt,2006,$960 ,$192 ,6,2,01/10/22,1,3,1,33,
39580043,Perfect Midtown Apt E. 50th St,47795730812,verified,Kiovanna,Manhattan,Midtown,40.75383,-73.96777,United States,US,FALSE,moderate,Entire home/apt,2004,$995 ,$199 ,6,22,6/29/2019,0.33,5,1,5,
41252408,D Rm 12 Sgl Pensione-like Hrt of Bk,35079139014,unconfirmed,Hayes,Brooklyn,Boerum Hill,40.68347,-73.97971,United States,US,TRUE,strict,Private room,2014,$399 ,$80 ,1,201,6/26/2019,4.45,1,4,5,
6127232,Apartment on Riverside,12878492384,unconfirmed,Nikolas,Manhattan,Harlem,40.82632,-73.95168,United States,US,TRUE,flexible,Entire home/apt,2004,$436 ,$87 ,4,2,6/25/2018,0.04,4,1,222,
48977428,Basically Your Own Apartment: Cobble Hill Gem,72617318559,unconfirmed,Marielle,Brooklyn,Cobble Hill,40.68796,-73.99229,United States,US,TRUE,strict,Entire home/apt,2021,$226 ,$45 ,1,2,7/29/2016,0.05,4,1,67,
27834279,Amazing and  very large bedroom,85562896861,unconfirmed,Gili,Manhattan,Upper East Side,40.76887,-73.95894,United States,US,TRUE,strict,Entire home/apt,2007,"$1,138 ",$228 ,1,0,,,4,1,179,
25242335,Sleek & Sunny Private Bedroom With 3 Local Trains,39664060554,unconfirmed,Yuval,Queens,Ridgewood,40.70862,-73.89536,United States,US,FALSE,moderate,Private room,2010,$847 ,$169 ,30,0,,,2,23,314,
6027818,*ENCHANTMENT* Upper East Side 2 bedroom- Sunny!,73401481508,unconfirmed,Juliana,Manhattan,Upper East Side,40.76244,-73.96031,United States,US,TRUE,moderate,Entire home/apt,2006,$539 ,$108 ,30,9,9/30/2018,0.2,5,34,411,
24817617,Cozy shared room in the middle of Manhattan,8519396674,unconfirmed,Lincoln,Manhattan,Hell's Kitchen,40.76838,-73.98723,United States,US,FALSE,flexible,Shared room,2014,$177 ,$35 ,1,4,5/30/2019,1.2,5,5,21,
28602529,Spacious 1st floor apartment. 2 bedrooms,38086896512,verified,Fernando,Queens,Jackson Heights,40.75414,-73.85671,United States,US,TRUE,flexible,Entire home/apt,2022,$931 ,$186 ,2,113,03/01/22,2.39,2,2,126,
17279826,Beautiful Private Bedroom for rent  Crown Heights,21274041595,unconfirmed,Mark,Brooklyn,Crown Heights,40.67439,-73.95286,United States,US,FALSE,strict,Private room,2014,"$1,064 ",$213 ,10,5,02/01/19,0.29,5,2,350,
53004799,East Village room with a view,23000972045,unconfirmed,Monica,Manhattan,East Village,40.72421,-73.98025,United States,US,FALSE,strict,Private room,2011,"$1,180 ",$236 ,3,6,6/22/2018,0.42,3,2,0,
31580530,Cute Studio in Greenpoint Brooklyn <3,32418640807,unconfirmed,Hannah,Brooklyn,Greenpoint,40.72805,-73.95248,United States,US,TRUE,strict,Entire home/apt,2007,$625 ,$125 ,3,2,02/06/22,0.71,4,1,306,
38352833,"# CENTRAL PARK - 3 stops away (32""TV room)",12198160742,verified,Mehmet S,Manhattan,Harlem,40.82118,-73.95257,United States,US,TRUE,flexible,Private room,2022,$152 ,$30 ,31,151,3/16/2020,2.23,5,3,90,
20670948,Elegant 4 Bedroom 2.5 Bath with Contemporary Charm,56852764932,verified,Charmine,Brooklyn,Crown Heights,40.67222,-73.93487,United States,US,TRUE,flexible,Entire home/apt,2016,$198 ,$40 ,3,15,6/24/2019,1.56,3,3,124,
41822381,Manhattan private room 2  Columbia university area,85192429874,verified,Avner,Manhattan,Harlem,40.81312,-73.95364,United States,US,TRUE,moderate,Private room,2009,$905 ,$181 ,1,11,05/07/19,0.71,2,4,365,
3091792,PERFECT SUPERBOWL STAY,16006680057,unconfirmed,Shaunna,Manhattan,Midtown,40.75225,-73.98725,United States,US,FALSE,flexible,Entire home/apt,2014,"$1,193 ",$239 ,1,0,,,3,1,308,
44351915,Cheap Family home with desk 10 mn to JFK+Mall,54857542861,verified,Guelma,Queens,Rosedale,40.65292,-73.73652,United States,US,TRUE,flexible,Private room,2005,$955 ,$191 ,14,70,6/24/2019,2.38,3,5,281,
23949401,BROOKLYN! Chic Williamsburg room + Balcony +Trains,31347005550,verified,Pete And Chloe,Brooklyn,Williamsburg,40.70847,-73.9491,United States,US,TRUE,strict,Private room,2011,$344 ,$69 ,1,31,07/02/19,6.46,4,4,116,
14120670,Spacious 1-bedroom by Prospect Park + BK Museum,85687703113,verified,Mahlet,Brooklyn,Prospect Heights,40.67488,-73.96692,United States,US,FALSE,moderate,Entire home/apt,2003,$159 ,$32 ,1,9,11/04/18,0.36,4,1,65,
50608922,Stylish & Spacious Apartment in Harlem Brownstone,74312593245,unconfirmed,Elisia,Manhattan,Harlem,40.80891,-73.94247,United States,US,TRUE,moderate,Entire home/apt,2015,$725 ,$145 ,2,113,6/23/2019,3.55,2,1,297,
53974638,Historic Building on a Tree-lined Street,13621243343,verified,Tammen,Brooklyn,Boerum Hill,40.68696,-73.98174,United States,US,TRUE,strict,Entire home/apt,2009,"$1,186 ",$237 ,2,5,01/05/19,0.4,5,1,0,
25216930,Cozy Room near Prospect Park!,90795732537,unconfirmed,Chris,Brooklyn,Windsor Terrace,40.64807,-73.9789,United States,US,TRUE,moderate,Private room,2004,"$1,014 ",$203 ,7,0,,,5,1,102,
9873483,"Private Room in Greenpoint, Brooklyn",89986897490,verified,Chris,Brooklyn,Greenpoint,40.73547,-73.9545,United States,US,TRUE,moderate,Private room,2011,$132 ,$26 ,28,9,06/01/19,0.37,1,1,73,
24878922,Sunny Bedroom in Ridgewood/Bushwick,1571835288,verified,Adham,Queens,Ridgewood,40.70622,-73.90641,United States,US,FALSE,strict,Private room,2021,$870 ,$174 ,1,13,6/24/2019,4.53,4,2,5,
4431671,Williamsburg Apartment,43926725015,verified,Jason,Brooklyn,Greenpoint,40.7191,-73.94964,United States,US,TRUE,strict,Private room,2021,$458 ,$92 ,1,0,,,1,1,416,
1545352,Stylish Designer Studio with Piano,54862559891,verified,Spencer,Manhattan,Harlem,40.83091,-73.94223,United States,US,FALSE,flexible,Entire home/apt,2003,$913 ,$183 ,5,38,5/16/2019,0.44,5,1,310,
53002038,Central Park West Duplex,72098866017,verified,Burt,Manhattan,Upper West Side,40.78723,-73.97031,United States,US,TRUE,strict,Entire home/apt,2007,"$1,057 ",$211 ,2,6,4/22/2019,0.41,4,1,0,
41953829,Split level Front walk-in Apartment,92043465584,unconfirmed,Rafael,Queens,East Elmhurst,40.76276,-73.86889,United States,US,FALSE,moderate,Private room,2009,$457 ,$91 ,1,6,06/03/19,1.25,3,7,55,
33853245,"Cozy, Comfy, Sweet Harlem!",38911996952,unconfirmed,Kevin,Manhattan,East Harlem,40.79789,-73.93914,United States,US,FALSE,flexible,Entire home/apt,2020,$467 ,$93 ,1,19,01/01/22,0.81,2,1,361,
33399806,"Suite Retreat:  Quiet one bedroom in Brooklyn, NY",43758960287,verified,Karlene,Brooklyn,Prospect-Lefferts Gardens,40.663284,-73.94297,United States,US,TRUE,moderate,Entire home/apt,2010,$945 ,$189 ,5,4,01/03/22,1.26,5,1,282,
21360219,"Lovely brownstone, priv bath, garden, 15 min nyc!",66369850690,unconfirmed,Maya,Brooklyn,Bedford-Stuyvesant,40.69368,-73.93403,United States,US,FALSE,flexible,Private room,,$108 ,$22 ,1,6,5/17/2019,0.69,5,1,135,
6358646,NEW Modern Brooklyn 1BR Apt!,58424860253,unconfirmed,James,Brooklyn,Bedford-Stuyvesant,40.68678,-73.9513,United States,US,FALSE,strict,Entire home/apt,2022,$716 ,$143 ,1,6,11/29/2015,0.13,5,1,0,
23579912,Bright Room in Bushwick,92683990149,unconfirmed,Julie,Brooklyn,Bushwick,40.70108,-73.92401,United States,US,FALSE,strict,Private room,2006,$978 ,$196 ,2,0,,,5,1,0,
25758736,Cozy studio - heart of Manhattan!,54953344319,verified,Arantza,Manhattan,Hell's Kitchen,40.7633,-73.9878,United States,US,FALSE,flexible,Entire home/apt,2016,$408 ,$82 ,2,2,06/02/19,1.36,4,1,5,
22168786,*NO GUEST SERVICE FEE* Beekman Tower Two Bedroom  #2,35062576723,verified,Red Awning,Manhattan,Midtown,40.75439,-73.96648,United States,US,TRUE,moderate,Entire home/apt,2019,$836 ,$167 ,4,0,,,4,49,121,
7799597,Williamsburg Secret Treasure with deck,2521533898,verified,Roberto,Brooklyn,Williamsburg,40.70766,-73.94739,United States,US,FALSE,moderate,Private room,2009,"$1,040 ",$208 ,3,6,06/02/17,0.14,1,2,231,
43435097,"Entire home in East Village, 2BD, Family friendly",74856982693,unconfirmed,Roman,Manhattan,East Village,40.72503,-73.97851,United States,US,TRUE,moderate,Entire home/apt,2007,$921 ,$184 ,10,4,5/14/2019,0.53,4,1,16,
37465287,Clean & Cozy 1BR Apt - Perfect for SOLO Traveler,25288866607,unconfirmed,Shara,Manhattan,Washington Heights,40.8319,-73.94157,United States,US,TRUE,moderate,Entire home/apt,2009,$498 ,$100 ,2,1,2/15/2021,0.08,4,1,60,
28658311,Small Cozy Private Room in shared apartment in Brooklyn,90982600861,unconfirmed,Tarrus,Brooklyn,Prospect-Lefferts Gardens,40.65823,-73.95602,United States,US,FALSE,flexible,Private room,2021,$880 ,$176 ,1,45,03/01/22,6.43,3,2,7,
25658217,ROOM # 8 near to JFK & LGA airport,92514674710,unconfirmed,Diego,Queens,Richmond Hill,40.68921,-73.83159,United States,US,TRUE,strict,Private room,2013,$955 ,$191 ,1,11,6/26/2019,4.93,2,7,176,
50944720,Holidays in NYC,30790608053,verified,Julia,Brooklyn,South Slope,40.66383,-73.983,United States,US,FALSE,flexible,Entire home/apt,2021,$304 ,$61 ,4,0,,,1,,0,
15825068,"Large, Open, Airy Room, Close to Subway Harlem NYC",93078225718,verified,Paige,Manhattan,Harlem,40.82096,-73.9531,United States,US,FALSE,flexible,Private room,2007,$515 ,$103 ,2,1,10/17/2017,0.05,5,1,0,
18525263,Cozy private bedroom downtown,15393832980,unconfirmed,Henry D,Manhattan,Two Bridges,40.71094,-73.99305,United States,US,FALSE,moderate,Private room,2011,$92 ,$18 ,1,86,6/21/2019,6.34,3,1,20,
49015537,Heart of Williamsburg! 10 min from Manhattan,15320884878,unconfirmed,Timothy + Gina,Brooklyn,Williamsburg,40.71072,-73.96131,United States,US,FALSE,moderate,Private room,2022,"$1,170 ",$234 ,2,150,6/23/2019,4.1,2,2,64,
38884698,Our Astoria Apartment - (Long Term Rental),66686071057,unconfirmed,Michael,Queens,Astoria,40.76304,-73.90785,United States,US,TRUE,flexible,Private room,2010,$73 ,$15 ,21,9,6/30/2019,0.56,5,1,58,
27114632,**SUMMER OFFER**Healers LOFT: Tranquil and Light,7062957354,unconfirmed,Amma,Manhattan,Lower East Side,40.7144,-73.98201,United States,US,TRUE,strict,Entire home/apt,2013,$190 ,$38 ,20,0,,,5,1,276,
25542234,Spacious + beautiful Garden apt in brick townhouse,42077405760,unconfirmed,Andrew,Brooklyn,Crown Heights,40.67978,-73.96231,United States,US,FALSE,flexible,Entire home/apt,2006,$480 ,$96 ,2,1,07/01/19,1,4,3,365,
12716724,Outpost Coliving. Great shared apartment Flatbush,42634388203,verified,Valentin,Brooklyn,East Flatbush,40.64136,-73.94705,United States,US,TRUE,strict,Shared room,2005,$907 ,$181 ,30,0,,,1,7,365,
8955008,"Cozy and Simple Studio, UES NYC",92870237689,verified,Diana Mia,Manhattan,Upper East Side,40.77416,-73.95259,United States,US,TRUE,moderate,Entire home/apt,2019,$488 ,$98 ,5,54,07/05/19,1.43,2,1,425,
42794429,"Cozy shared place in Midtown, close to everything",19524987192,unconfirmed,Lincoln,Manhattan,Hell's Kitchen,40.76632,-73.98597,United States,US,FALSE,moderate,Shared room,2005,$739 ,$148 ,1,8,06/06/19,2.38,2,5,23,
33847722,Private room for 1 w/XL Full sized bed & Fan: RM3,98297354223,unconfirmed,Yinka,Brooklyn,Bedford-Stuyvesant,40.68304,-73.91458,United States,US,FALSE,flexible,Private room,2006,$308 ,$62 ,5,13,01/01/22,0.5,5,5,317,
2206455,Midtown West Modern & Sunny-near Central Park,25384051269,unconfirmed,Tj,Manhattan,Hell's Kitchen,40.76777,-73.98932,United States,US,FALSE,moderate,Entire home/apt,2006,$636 ,$127 ,1,0,,,2,1,215,
2398655,Two Bedrooms and Private Bathroom,95867641807,unconfirmed,Jackie,Brooklyn,Fort Greene,40.68809,-73.97578,United States,US,TRUE,strict,Private room,2003,$93 ,$19 ,2,5,03/10/19,0.13,2,2,53,
48788541,Lovely one bedroom - Heart of Greenwich Village,45206932902,unconfirmed,Vianney,Manhattan,Greenwich Village,40.73057,-73.99422,United States,US,FALSE,flexible,Entire home/apt,2013,"$1,163 ",$233 ,3,1,12/14/2016,0.03,1,1,128,
40177080,small room in bedstuy P,60467927366,verified,Randy,Brooklyn,Bedford-Stuyvesant,40.68411,-73.95169,United States,US,FALSE,moderate,Private room,2004,$231 ,$46 ,1,162,6/19/2019,2.26,3,15,334,
33959286,Sunny Bedroom in Balcony Wburg/Greenpoint Apt,45213651107,verified,Michael,Brooklyn,Greenpoint,40.72282,-73.94699,United States,US,TRUE,strict,Private room,2017,$737 ,$147 ,1,2,01/01/22,0.92,4,6,36,
19275838,Sunlit modern Brooklyn home with terrace,46968661055,unconfirmed,Mimi,Brooklyn,Carroll Gardens,40.67895,-73.99529,United States,US,TRUE,moderate,Entire home/apt,2006,$826 ,$165 ,6,1,8/14/2018,0.09,2,1,0,
34496674,Cozy&convenient 2 bedroom downtown apt. LocationA+,59439896534,unconfirmed,Dan,Manhattan,Chinatown,40.715,-73.99857,United States,US,FALSE,strict,Entire home/apt,2020,$782 ,$156 ,4,11,12/21/2021,0.83,4,1,8,
3267423,Sunny apt steps from Prospect Pk!,79217516738,verified,Heather,Brooklyn,South Slope,40.66141,-73.98097,United States,US,TRUE,moderate,Entire home/apt,2017,$335 ,$67 ,1,5,4/28/2019,0.88,2,1,375,
32074286,A+ Location Studio (Apt Selected at Check-in) #2,95724290184,verified,Nomad,Manhattan,Midtown,40.74627,-73.98801,United States,US,TRUE,flexible,Private room,2016,$454 ,$91 ,1,29,1/29/2022,1.87,2,53,160,
32827624,10 MINUTES CLOSE TO MIDTOWN  MANHATTAN,27974062298,unconfirmed,Tj,Queens,Astoria,40.75792,-73.92852,United States,US,TRUE,strict,Private room,2003,$634 ,$127 ,3,22,01/09/22,0.7,5,3,354,
19835871,Stunning Private Room with a *VIEW* Prime Location,27083179912,unconfirmed,Nina,Brooklyn,Williamsburg,40.71538,-73.94148,United States,US,TRUE,moderate,Private room,2012,$110 ,$22 ,30,3,06/03/19,0.43,2,3,23,
2798520,Big specious room is Manhattan!!!,74580758976,verified,Lilia,Manhattan,Harlem,40.82024,-73.93799,United States,US,FALSE,strict,Private room,2022,$714 ,$143 ,7,19,1/31/2019,0.28,1,8,216,
15622374,Clean & nice room near Central Park/2min to subway,43862241872,unconfirmed,Felix,Manhattan,Harlem,40.80436,-73.95649,United States,US,TRUE,strict,Private room,2007,$59 ,$12 ,45,1,10/06/17,0.05,2,1,0,
31778806,Spacious room in huge loft,7869498837,unconfirmed,Mark,Brooklyn,Bushwick,40.69894,-73.93823,United States,US,FALSE,flexible,Private room,2021,$185 ,$37 ,28,14,02/01/22,0.19,4,3,0,
37281923,"Private, warm & inviting contemporary bedroom.",47284650095,unconfirmed,Antoinette,Bronx,Wakefield,40.88524,-73.85477,United States,US,FALSE,flexible,Private room,2007,"$1,168 ",,30,10,4/24/2021,0.33,4,1,178,
52706557,Central Park Hotel,7758315004,verified,Vijay,Manhattan,Upper West Side,40.77606,-73.97803,United States,US,FALSE,flexible,Private room,2008,"$1,068 ",$214 ,1,0,,,2,4,269,
45801151,Beautiful Spacious 1 Bedroom Apt. in New York City,26254659576,verified,John,Manhattan,Harlem,40.82361,-73.93886,United States,US,FALSE,flexible,Entire home/apt,2016,$650 ,$130 ,5,78,6/14/2019,3.14,2,1,281,
1190223,Large Studio--Heart of East Village,92713417505,unconfirmed,Rogers,Manhattan,East Village,40.72843,-73.98895,United States,US,TRUE,flexible,Entire home/apt,,"$1,019 ",$204 ,1,388,6/26/2019,3.88,3,1,,
54894770,Apartment in Tribeca with huge private terrace,59245205261,verified,Ana Sophia,Manhattan,Tribeca,40.71793,-74.00594,United States,US,FALSE,strict,Entire home/apt,2022,$304 ,$61 ,1,8,4/21/2019,0.73,4,1,0,
50333324,Cozy One-Bedroom in Park Slope,19996717767,verified,Susan,Brooklyn,Park Slope,40.67879,-73.97438,United States,US,TRUE,flexible,Entire home/apt,2020,$494 ,$99 ,1,12,3/22/2017,0.37,4,1,0,
2758755,Large Garden Apartment,48825423070,unconfirmed,Cristobal,Brooklyn,Gowanus,40.68374,-73.98558,United States,US,TRUE,moderate,Entire home/apt,2004,$864 ,$173 ,3,266,07/02/19,4.49,3,1,13,
42401192,Quiet Private Room in Heart of Jamaica smoke ok!,41818046119,verified,Gedan,Queens,Jamaica,40.681,-73.79592,United States,US,TRUE,strict,Private room,2020,$69 ,$14 ,1,3,5/23/2019,0.74,2,2,189,
57123853,Getaway 2 Bed 1 Bath close to park,66238104359,unconfirmed,Yaacov,Manhattan,Upper East Side,40.77747,-73.95193,United States,US,FALSE,strict,Entire home/apt,2010,$724 ,$145 ,31,4,01/03/19,0.21,5,33,299,
26477830,Down town Flushing facing botanical garden,42213997197,unconfirmed,Steven,Queens,Flushing,40.7482,-73.83113,United States,US,FALSE,flexible,Private room,2021,$55 ,$11 ,1,4,07/01/19,3.16,4,1,333,
54909682,"Room in Bedstuy! Exposed brick, subways are close",535687384,unconfirmed,Eitan,Brooklyn,Bedford-Stuyvesant,40.68299,-73.92713,United States,US,TRUE,moderate,Private room,2004,"$1,188 ",$238 ,1,4,8/15/2018,0.36,3,1,0,
51601957,Divided Room in Financial District,23097281181,unconfirmed,Yaodong,Manhattan,Financial District,40.70817,-74.00511,United States,US,FALSE,moderate,Private room,2012,$813 ,$163 ,1,5,4/30/2017,0.17,3,1,0,
6046044,"Discount! Mins to SOHO -Cozy, Good Sized Bedroom",93968287670,verified,Kandee,Manhattan,Lower East Side,40.71947,-73.99327,United States,US,TRUE,flexible,Private room,2005,$562 ,$112 ,1,2,9/23/2016,0.04,4,3,368,
17732160,Cozy and bright east village apartment!,34030683223,verified,Chloe,Manhattan,East Village,40.7265,-73.98878,United States,US,FALSE,flexible,Entire home/apt,2022,"$1,043 ",$209 ,3,4,4/19/2018,0.25,5,1,0,
36751715,Beautiful Luxurious apartment in Brooklyn NY,5644048455,unconfirmed,Casey,Brooklyn,East Flatbush,40.66346,-73.93609,United States,US,TRUE,moderate,Entire home/apt,2009,$697 ,$139 ,30,1,08/01/21,0.14,4,12,356,
9078724,Spacious Room w private bathroom,96468733172,verified,Liz,Brooklyn,Kensington,40.63974,-73.97439,United States,US,FALSE,moderate,Private room,2008,$607 ,$121 ,14,2,4/30/2018,0.06,2,1,68,
35765860,Amazing 2BR in the Heart of NYC! Near TimesSquare!,36241484658,unconfirmed,Rolando,Manhattan,Hell's Kitchen,40.75438,-73.99622,United States,US,FALSE,strict,Entire home/apt,2022,$107 ,$21 ,3,1,10/29/2021,0.23,5,1,56,
17690185,San Carlos Hotel Garden Terrace Penthouse- up to 4,72963333993,verified,Janet,Manhattan,Midtown,40.75664,-73.97191,United States,US,TRUE,flexible,Private room,2019,$85 ,$17 ,1,0,,,3,11,179,
22314593,Huge room in Bushwick apt. 20 mins from Manhattan,3393957223,unconfirmed,Ruth,Brooklyn,Bushwick,40.69504,-73.93061,United States,US,FALSE,flexible,Private room,2020,"$1,195 ",$239 ,2,13,6/23/2019,1.83,3,2,11,
23917368,Quiet 1bedroom apartment,82202142880,verified,V,Manhattan,Hell's Kitchen,40.7588,-73.9922,United States,US,TRUE,flexible,Entire home/apt,2020,$338 ,$68 ,1,23,6/23/2019,4.66,2,1,106,
53895107,NEW Charming Studio,28851383055,verified,Ramsey,Brooklyn,Boerum Hill,40.68716,-73.98801,United States,US,TRUE,moderate,Entire home/apt,2008,$451 ,$90 ,2,0,,,4,1,23,
27191954,King bed. New room! Wood floors. Train is close,41587180166,unconfirmed,Ashley,Brooklyn,East New York,40.66588,-73.891,United States,US,FALSE,flexible,Private room,2021,$120 ,$24 ,1,1,6/24/2019,1,4,2,334,
1373034,Large 1 Bedroom furnished on UWS,50926699500,unconfirmed,Brown,Manhattan,Upper West Side,40.79771,-73.96323,United States,US,FALSE,strict,Entire home/apt,2013,$678 ,$136 ,2,16,6/28/2019,0.23,2,1,250,
16644129,Vintage,18710845964,verified,Ottilia,Queens,Elmhurst,40.74152,-73.87633,United States,US,TRUE,moderate,Private room,2018,$757 ,$151 ,1,16,05/06/19,0.84,2,1,49,
18114904,Deluxe East Village Apartment: 2 Bed - 2 Bath,29407365739,verified,Nick,Manhattan,East Village,40.72845,-73.97927,United States,US,FALSE,flexible,Entire home/apt,2013,$700 ,$140 ,1,52,4/21/2019,3.34,3,4,51,
18232544,3 QUEEN size lofts in Williamsburg/grrenpoint!!!,39748387100,unconfirmed,Jimmy,Brooklyn,Greenpoint,40.72552,-73.95647,United States,US,FALSE,flexible,Private room,2019,$527 ,$105 ,1,8,11/11/18,0.53,4,7,14,
46180581,Incredible East Village Apartment on St Marks!,1297524306,verified,Laila,Manhattan,East Village,40.72759,-73.98466,United States,US,TRUE,strict,Entire home/apt,2018,"$1,152 ",$230 ,2,28,5/30/2019,1.17,1,1,9,
41393244,Quarto Bronx (NY),81590041377,unconfirmed,Alvina Da Silva,Bronx,Fordham,40.86918,-73.8905,United States,US,TRUE,flexible,Private room,2004,"$1,060 ",$212 ,1,2,04/05/18,0.12,2,2,5,
10188847,Cute 1 bdrm in shared crown heights apt w backyard,9500955568,unconfirmed,Sarah,Brooklyn,Crown Heights,40.67512,-73.95248,United States,US,TRUE,moderate,Private room,2018,$574 ,$115 ,1,1,6/26/2016,0.03,2,2,371,
15614089,G2Newly Renovated Long Island City Room,84730644304,unconfirmed,Leo,Queens,Long Island City,40.75571,-73.9338,United States,US,FALSE,strict,Private room,2020,$74 ,$15 ,1,54,6/22/2019,2.54,2,9,265,
27177042,Apartment Walking Distance to Central Park,1689857485,unconfirmed,Lauren,Manhattan,East Harlem,40.78861,-73.94523,United States,US,FALSE,strict,Entire home/apt,2005,$203 ,$41 ,4,0,,,4,2,35,
26206651,➖PRIVATE ROOFTOP ➖ LUXURY LIVING IN NEW YORK CITY!,57819320414,unconfirmed,Rajeev,Manhattan,Midtown,40.75978,-73.96629,United States,US,FALSE,flexible,Entire home/apt,2009,$337 ,$67 ,2,2,6/17/2019,1.67,2,1,320,
23091679,Large Bx condo 3 mins to Subway by Yankee Stadium,87860005794,verified,Will,Bronx,Fordham,40.85214,-73.90294,United States,US,TRUE,strict,Entire home/apt,2009,$733 ,$147 ,2,12,6/17/2019,2.98,5,3,20,
